Reception date,Reception time,aggregation id ,aggregation name,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[0].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[1].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[2].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[0].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[1].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[4].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[5].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[6].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[7].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[8].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[9].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[4].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[5].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[6].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[7].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[8].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[9].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.BcrOutputCurrent.value,obsw.cdh.telemetry.DataPool.platform.EPS.BcrOutputVoltage.value
2025-03-12,16:23:12.326,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,112,704,448,194,752,373,632,747,427,235,299,192,64,64,64,64,0,0,0,0,0,0,0,0,0,209,208,993,962,983,478,513,7
2025-03-12,16:24:12.298,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,120,192,448,192,1008,373,632,811,363,171,235,192,128,64,64,64,0,0,0,0,0,0,0,0,0,209,465,225,962,983,478,513,7
2025-03-12,16:25:12.295,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,127,704,512,194,688,309,696,811,234,1003,171,128,64,128,128,64,0,0,0,0,0,0,0,0,0,209,464,481,962,983,478,513,263
2025-03-12,16:26:12.296,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,135,128,448,192,816,373,696,811,298,1003,171,0,64,64,64,64,0,0,0,0,0,0,0,0,0,208,975,994,194,727,734,513,7
2025-03-12,16:27:12.294,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,142,704,512,194,624,309,632,875,427,107,235,128,64,64,64,64,0,0,0,0,0,0,0,0,0,208,976,737,962,727,478,769,263
2025-03-12,16:28:12.293,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,150,192,448,194,624,373,696,875,427,171,299,192,64,64,64,64,0,0,0,0,0,0,0,0,0,209,464,994,194,983,478,513,263
2025-03-12,16:29:12.291,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,157,704,448,258,624,309,632,875,299,107,235,128,128,64,128,64,0,0,0,0,0,0,0,0,0,209,208,994,194,727,734,513,263
2025-03-12,16:30:12.289,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,165,192,448,258,624,373,632,875,299,107,235,128,64,64,64,64,0,0,0,0,0,0,0,0,0,209,464,738,194,983,478,513,7
2025-03-12,16:31:12.295,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,172,704,448,192,944,309,696,875,234,1003,107,64,64,128,64,64,0,0,0,0,0,0,0,0,0,208,975,738,450,983,478,513,263
2025-03-12,16:32:12.293,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,180,192,448,194,624,373,632,939,235,43,107,64,64,64,64,64,0,0,0,0,0,0,0,0,0,208,719,994,450,983,478,513,7
2025-03-12,16:33:12.293,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,187,704,448,194,560,373,632,939,427,235,235,128,64,64,64,64,0,0,0,0,0,0,0,0,0,208,720,482,450,983,478,513,263
