Reception date,Reception time,aggregation id ,aggregation name,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[0].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[1].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[2].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[0].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[1].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[4].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[5].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[6].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[7].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[8].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[9].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[4].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[5].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[6].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[7].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[8].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[9].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.BcrOutputCurrent.value,obsw.cdh.telemetry.DataPool.platform.EPS.BcrOutputVoltage.value
2025-03-13,02:25:44.907,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,78,640,448,194,48,757,948,41,233,169,297,256,128,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,706,727,478,523,519
2025-03-13,02:26:44.895,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,86,128,512,193,1008,757,884,41,233,169,297,256,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,962,727,478,523,7
2025-03-13,02:27:44.899,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,93,640,512,194,48,757,948,41,297,169,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,779,263
2025-03-13,02:28:44.902,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,101,128,512,258,48,821,948,41,233,169,297,320,128,64,128,64,0,0,0,0,0,0,0,0,0,201,454,717,706,727,478,523,263
2025-03-13,02:29:44.917,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,108,640,448,258,48,757,1011,1001,233,169,297,320,64,64,64,128,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:30:44.921,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,116,128,448,194,48,757,948,41,233,233,297,256,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,7
2025-03-13,02:31:44.928,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,123,640,448,194,48,757,948,41,233,169,297,320,128,64,64,128,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:32:44.489,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,131,128,448,194,48,757,1012,41,233,169,297,320,64,64,128,64,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:33:44.947,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,138,640,512,194,48,757,948,41,233,169,297,320,64,64,128,128,0,0,0,0,0,0,0,0,0,201,454,717,706,727,478,523,263
2025-03-13,02:34:44.936,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,146,128,448,194,48,821,947,1001,233,169,297,320,64,64,64,128,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,519
2025-03-13,02:35:44.945,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,153,640,448,194,48,757,947,1001,233,169,297,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:36:44.950,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,161,128,512,194,48,821,948,41,233,169,297,320,64,64,64,128,0,0,0,0,0,0,0,0,0,201,454,717,706,983,734,523,519
2025-03-13,02:37:44.942,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,168,640,448,258,48,821,947,1001,233,169,361,320,128,64,64,128,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:38:44.949,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,176,128,448,194,48,757,947,1001,233,233,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:39:44.955,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,183,640,448,194,48,757,948,41,233,233,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,710,717,450,727,478,523,263
2025-03-13,02:40:44.959,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,191,128,448,258,48,757,947,1001,297,169,297,320,128,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,450,983,478,523,7
2025-03-13,02:41:44.961,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,198,640,448,194,48,757,947,1001,297,169,361,320,64,128,64,64,0,0,0,0,0,0,0,0,0,201,454,717,706,983,478,523,263
2025-03-13,02:42:44.963,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,206,128,448,194,48,757,947,937,233,169,361,320,64,128,64,64,0,0,0,0,0,0,0,0,0,201,454,717,450,727,478,779,263
2025-03-13,02:43:44.968,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,213,640,448,194,48,821,947,1001,233,169,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,450,983,478,523,263
2025-03-13,02:44:44.960,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,221,128,448,193,1008,757,947,1001,233,233,297,256,128,64,128,128,0,0,0,0,0,0,0,0,0,201,454,717,706,727,734,523,263
2025-03-13,02:45:44.966,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,228,640,448,258,48,757,947,937,297,169,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,450,727,478,523,519
2025-03-13,02:46:44.972,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,236,128,512,194,48,757,947,1001,233,233,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,450,983,478,523,263
2025-03-13,02:47:44.975,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,243,640,448,194,48,757,947,1001,233,233,361,320,128,64,128,128,0,0,0,0,0,0,0,0,0,201,454,717,450,983,478,523,263
2025-03-13,02:48:44.979,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,251,128,448,194,48,757,947,937,169,169,297,320,128,64,64,128,0,0,0,0,0,0,0,0,0,201,454,717,194,727,478,523,263
2025-03-13,02:49:44.980,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,258,640,512,194,48,821,947,1001,233,169,361,320,64,64,128,128,0,0,0,0,0,0,0,0,0,201,454,717,450,983,478,523,263
2025-03-13,02:50:44.537,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,3,266,128,512,194,48,821,947,937,233,233,361,320,64,64,64,64,0,0,0,0,0,0,0,0,0,201,454,717,450,983,734,523,7
