Reception date,Reception time,aggregation id ,aggregation name,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[0].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[1].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryCurrent[2].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[0].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[1].value,obsw.cdh.telemetry.DataPool.platform.BAT1.batteryVoltage[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[4].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[5].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[6].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[7].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[8].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchCurrents[9].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[4].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[5].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[6].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[7].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[8].value,obsw.cdh.telemetry.DataPool.platform.EPS.switchVoltages[9].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.busCurrents[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[0].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[1].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[2].value,obsw.cdh.telemetry.DataPool.platform.EPS.busVoltages[3].value,obsw.cdh.telemetry.DataPool.platform.EPS.BcrOutputCurrent.value,obsw.cdh.telemetry.DataPool.platform.EPS.BcrOutputVoltage.value
2025-03-12,17:24:12.386,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,570,192,448,193,240,501,761,426,938,746,874,896,64,64,64,64,0,0,0,0,0,0,0,0,0,207,973,996,194,983,734,513,7
2025-03-12,17:25:12.387,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,577,704,448,193,240,565,825,298,874,746,938,896,128,64,64,64,0,0,0,0,0,0,0,0,0,207,461,740,194,727,478,513,7
2025-03-12,17:26:12.389,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,585,192,448,192,496,437,761,426,1002,874,1002,896,64,64,64,64,0,0,0,0,0,0,0,0,0,207,461,996,194,983,734,513,7
2025-03-12,17:27:12.390,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,592,704,448,257,176,501,761,426,1002,874,1002,896,64,64,64,64,0,0,0,0,0,0,0,0,0,207,462,228,194,983,478,513,263
2025-03-12,17:28:12.392,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,600,192,448,193,432,501,761,426,1002,874,1002,896,64,64,64,64,0,0,0,0,0,0,0,0,0,207,718,228,194,983,478,513,7
2025-03-12,17:29:12.395,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,607,704,448,193,176,501,761,426,810,746,874,832,128,64,64,64,0,0,0,0,0,0,0,0,0,207,205,740,194,983,478,513,263
2025-03-12,17:30:11.949,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,615,192,448,193,112,437,761,426,746,746,874,768,64,128,64,64,0,0,0,0,0,0,0,0,0,206,973,484,194,727,478,769,7
2025-03-12,17:31:12.399,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,622,704,448,257,112,501,761,426,874,810,938,832,64,64,64,64,0,0,0,0,0,0,0,0,0,207,205,740,194,983,478,513,263
2025-03-12,17:32:12.401,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,630,192,448,193,48,501,761,426,874,682,874,832,64,64,64,64,0,0,0,0,0,0,0,0,0,206,973,483,706,983,478,513,7
2025-03-12,17:33:12.400,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,637,704,512,192,1008,565,761,426,746,618,810,768,64,128,64,64,0,0,0,0,0,0,0,0,0,206,973,484,194,727,478,513,263
2025-03-12,17:34:12.400,CCT_AGGREGATOR,CCT_AGGREGATOR,5,0,2,645,192,448,193,48,565,761,490,746,618,810,768,64,64,64,128,0,0,0,0,0,0,0,0,0,206,973,228,450,727,478,513,7
